日期,合约编码,交易代码,合约简称,Delta,Theta,Gamma,Vega,Rho,date,跟踪ETF,ETF代码,多空类型
2018-08-01,10001407,510050C1808M02200,50ETF购8月2200,0.978,-0.147,0.283,0.032,0.123,20180801,50ETF,510050,购
2018-08-01,10001385,510050C1808M02250,50ETF购8月2250,0.958,-0.205,0.491,0.055,0.123,20180801,50ETF,510050,购
2018-08-01,10001386,510050C1808M02300,50ETF购8月2300,0.938,-0.242,0.728,0.075,0.123,20180801,50ETF,510050,购
2018-08-01,10001387,510050C1808M02350,50ETF购8月2350,0.9,-0.304,1.106,0.107,0.12,20180801,50ETF,510050,购
2018-08-01,10001388,510050C1808M02400,50ETF购8月2400,0.841,-0.373,1.618,0.147,0.114,20180801,50ETF,510050,购
2018-08-01,10001389,510050C1808M02450,50ETF购8月2450,0.74,-0.478,2.143,0.197,0.101,20180801,50ETF,510050,购
2018-08-01,10001390,510050C1808M02500,50ETF购8月2500,0.625,-0.516,2.649,0.231,0.087,20180801,50ETF,510050,购
2018-08-01,10001391,510050C1808M02550,50ETF购8月2550,0.487,-0.535,2.763,0.243,0.068,20180801,50ETF,510050,购
2018-08-01,10001392,510050C1808M02600,50ETF购8月2600,0.354,-0.49,2.587,0.226,0.05,20180801,50ETF,510050,购
2018-08-01,10001393,510050C1808M02650,50ETF购8月2650,0.239,-0.404,2.155,0.189,0.034,20180801,50ETF,510050,购
2018-08-01,10001403,510050C1808M02700,50ETF购8月2700,0.147,-0.295,1.612,0.14,0.021,20180801,50ETF,510050,购
2018-08-01,10001413,510050C1808M02750,50ETF购8月2750,0.084,-0.198,1.085,0.094,0.012,20180801,50ETF,510050,购
2018-08-01,10001415,510050C1808M02800,50ETF购8月2800,0.048,-0.128,0.684,0.06,0.007,20180801,50ETF,510050,购
2018-08-01,10001409,510050C1809M02200,50ETF购9月2200,0.927,-0.178,0.52,0.137,0.306,20180801,50ETF,510050,购
2018-08-01,10001381,510050C1809M02250,50ETF购9月2250,0.917,-0.176,0.647,0.152,0.31,20180801,50ETF,510050,购
2018-08-01,10001375,510050C1809M02300,50ETF购9月2300,0.865,-0.23,0.88,0.215,0.296,20180801,50ETF,510050,购
2018-08-01,10001367,510050C1809M02350,50ETF购9月2350,0.818,-0.259,1.106,0.262,0.284,20180801,50ETF,510050,购
2018-08-01,10001357,510050C1809M02400,50ETF购9月2400,0.76,-0.285,1.348,0.309,0.268,20180801,50ETF,510050,购
2018-08-01,10001311,510050C1809M02450,50ETF购9月2450,0.685,-0.312,1.549,0.353,0.244,20180801,50ETF,510050,购
2018-08-01,10001281,510050C1809M02500,50ETF购9月2500,0.604,-0.32,1.738,0.383,0.218,20180801,50ETF,510050,购
2018-08-01,10001275,510050C1809M02550,50ETF购9月2550,0.514,-0.316,1.846,0.396,0.187,20180801,50ETF,510050,购
2018-08-01,10001241,510050C1809M02600,50ETF购9月2600,0.424,-0.307,1.805,0.389,0.155,20180801,50ETF,510050,购
2018-08-01,10001242,510050C1809M02650,50ETF购9月2650,0.339,-0.281,1.693,0.363,0.125,20180801,50ETF,510050,购
2018-08-01,10001243,510050C1809M02700,50ETF购9月2700,0.263,-0.249,1.507,0.324,0.097,20180801,50ETF,510050,购
2018-08-01,10001233,510050C1809M02750,50ETF购9月2750,0.192,-0.202,1.29,0.271,0.071,20180801,50ETF,510050,购
2018-08-01,10001231,510050C1809M02800,50ETF购9月2800,0.142,-0.167,1.048,0.223,0.053,20180801,50ETF,510050,购
2018-08-01,10001229,510050C1809M02850,50ETF购9月2850,0.097,-0.125,0.811,0.171,0.036,20180801,50ETF,510050,购
2018-08-01,10001211,510050C1809M02900,50ETF购9月2900,0.071,-0.102,0.627,0.136,0.027,20180801,50ETF,510050,购
2018-08-01,10001212,510050C1809M02950,50ETF购9月2950,0.05,-0.077,0.467,0.102,0.019,20180801,50ETF,510050,购
2018-08-01,10001213,510050C1809M03000,50ETF购9月3000,0.034,-0.057,0.34,0.075,0.013,20180801,50ETF,510050,购
2018-08-01,10001214,510050C1809M03100,50ETF购9月3100,0.02,-0.039,0.205,0.048,0.008,20180801,50ETF,510050,购
2018-08-01,10001215,510050C1809M03200,50ETF购9月3200,0.014,-0.03,0.137,0.035,0.005,20180801,50ETF,510050,购
2018-08-01,10001216,510050C1809M03300,50ETF购9月3300,0.011,-0.027,0.103,0.028,0.004,20180801,50ETF,510050,购
2018-08-01,10001217,510050C1809M03400,50ETF购9月3400,0.011,-0.029,0.091,0.028,0.004,20180801,50ETF,510050,购
2018-08-01,10001218,510050C1809M03500,50ETF购9月3500,0.009,-0.028,0.075,0.025,0.003,20180801,50ETF,510050,购
2018-08-01,10001219,510050C1809M03600,50ETF购9月3600,0.007,-0.023,0.057,0.02,0.003,20180801,50ETF,510050,购
2018-08-01,10001411,510050C1812M02200,50ETF购12月2200,0.876,-0.146,0.567,0.33,0.739,20180801,50ETF,510050,购
2018-08-01,10001383,510050C1812M02250,50ETF购12月2250,0.842,-0.16,0.672,0.389,0.721,20180801,50ETF,510050,购
2018-08-01,10001377,510050C1812M02300,50ETF购12月2300,0.803,-0.173,0.779,0.447,0.697,20180801,50ETF,510050,购
2018-08-01,10001369,510050C1812M02350,50ETF购12月2350,0.76,-0.185,0.883,0.501,0.668,20180801,50ETF,510050,购
2018-08-01,10001359,510050C1812M02400,50ETF购12月2400,0.716,-0.189,1.003,0.545,0.64,20180801,50ETF,510050,购
2018-08-01,10001331,510050C1812M02450,50ETF购12月2450,0.66,-0.2,1.064,0.59,0.594,20180801,50ETF,510050,购
2018-08-01,10001313,510050C1812M02500,50ETF购12月2500,0.604,-0.202,1.133,0.62,0.549,20180801,50ETF,510050,购
2018-08-01,10001314,510050C1812M02550,50ETF购12月2550,0.546,-0.203,1.173,0.638,0.501,20180801,50ETF,510050,购
2018-08-01,10001315,510050C1812M02600,50ETF购12月2600,0.488,-0.199,1.188,0.642,0.451,20180801,50ETF,510050,购
2018-08-01,10001316,510050C1812M02650,50ETF购12月2650,0.43,-0.192,1.177,0.632,0.4,20180801,50ETF,510050,购
2018-08-01,10001317,510050C1812M02700,50ETF购12月2700,0.374,-0.182,1.141,0.61,0.35,20180801,50ETF,510050,购
2018-08-01,10001318,510050C1812M02750,50ETF购12月2750,0.322,-0.17,1.081,0.578,0.303,20180801,50ETF,510050,购
2018-08-01,10001319,510050C1812M02800,50ETF购12月2800,0.273,-0.154,1.01,0.535,0.258,20180801,50ETF,510050,购
2018-08-01,10001320,510050C1812M02850,50ETF购12月2850,0.233,-0.143,0.917,0.492,0.221,20180801,50ETF,510050,购
2018-08-01,10001321,510050C1812M02900,50ETF购12月2900,0.193,-0.126,0.826,0.44,0.183,20180801,50ETF,510050,购
2018-08-01,10001333,510050C1812M02950,50ETF购12月2950,0.157,-0.11,0.73,0.388,0.151,20180801,50ETF,510050,购
