日期,合约编码,交易代码,合约简称,Delta,Theta,Gamma,Vega,Rho,date,跟踪ETF,ETF代码,多空类型
2017-11-01,10001011,510050C1711M02600,50ETF购11月2600,0.979,-0.13,0.393,0.034,0.146,20171101,50ETF,510050,购
2017-11-01,10001012,510050C1711M02650,50ETF购11月2650,0.976,-0.127,0.55,0.039,0.148,20171101,50ETF,510050,购
2017-11-01,10001013,510050C1711M02700,50ETF购11月2700,0.978,-0.112,0.702,0.036,0.151,20171101,50ETF,510050,购
2017-11-01,10001014,510050C1711M02750,50ETF购11月2750,0.908,-0.18,2.208,0.112,0.143,20171101,50ETF,510050,购
2017-11-01,10001015,510050C1711M02800,50ETF购11月2800,0.765,-0.238,4.642,0.209,0.122,20171101,50ETF,510050,购
2017-11-01,10001021,510050C1711M02850,50ETF购11月2850,0.485,-0.262,6.214,0.272,0.078,20171101,50ETF,510050,购
2017-11-01,10001023,510050C1711M02900,50ETF购11月2900,0.221,-0.192,4.403,0.202,0.036,20171101,50ETF,510050,购
2017-11-01,10001035,510050C1711M02950,50ETF购11月2950,0.088,-0.11,2.154,0.109,0.014,20171101,50ETF,510050,购
2017-11-01,10000897,510050C1712M02200,50ETF购12月2200,0.983,-0.112,0.117,0.047,0.328,20171101,50ETF,510050,购
2017-11-01,10000887,510050C1712M02250,50ETF购12月2250,0.988,-0.096,0.103,0.035,0.338,20171101,50ETF,510050,购
2017-11-01,10000888,510050C1712M02300,50ETF购12月2300,0.986,-0.099,0.126,0.04,0.345,20171101,50ETF,510050,购
2017-11-01,10000889,510050C1712M02350,50ETF购12月2350,0.986,-0.097,0.138,0.039,0.353,20171101,50ETF,510050,购
2017-11-01,10000890,510050C1712M02400,50ETF购12月2400,0.984,-0.099,0.172,0.045,0.359,20171101,50ETF,510050,购
2017-11-01,10000891,510050C1712M02450,50ETF购12月2450,0.975,-0.112,0.258,0.065,0.363,20171101,50ETF,510050,购
2017-11-01,10000899,510050C1712M02500,50ETF购12月2500,0.976,-0.106,0.291,0.063,0.371,20171101,50ETF,510050,购
2017-11-01,10000915,510050C1712M02550,50ETF购12月2550,0.963,-0.12,0.444,0.091,0.373,20171101,50ETF,510050,购
2017-11-01,10000923,510050C1712M02600,50ETF购12月2600,0.946,-0.131,0.65,0.122,0.373,20171101,50ETF,510050,购
2017-11-01,10000931,510050C1712M02650,50ETF购12月2650,0.935,-0.131,0.895,0.142,0.376,20171101,50ETF,510050,购
