日期,合约编码,交易代码,合约简称,Delta,Theta,Gamma,Vega,Rho,date,跟踪ETF,ETF代码,多空类型
2019-10-08,10001939,510050C1910M02700,50ETF购10月2700,1.0,-0.079,0.0,0.0,0.111,20191008,50ETF,510050,购
2019-10-08,10001940,510050C1910M02750,50ETF购10月2750,1.0,-0.08,0.0,0.0,0.113,20191008,50ETF,510050,购
2019-10-08,10001941,510050C1910M02800,50ETF购10月2800,1.0,-0.082,0.0,0.0,0.115,20191008,50ETF,510050,购
2019-10-08,10001942,510050C1910M02850,50ETF购10月2850,0.94,-0.195,1.482,0.072,0.11,20191008,50ETF,510050,购
2019-10-08,10001943,510050C1910M02900,50ETF购10月2900,0.809,-0.346,3.238,0.164,0.095,20191008,50ETF,510050,购
2019-10-08,10001944,510050C1910M02950,50ETF购10月2950,0.605,-0.453,4.492,0.232,0.072,20191008,50ETF,510050,购
2019-10-08,10001945,510050C1910M03000,50ETF购10月3000,0.378,-0.434,4.376,0.229,0.045,20191008,50ETF,510050,购
2019-10-08,10001946,510050C1910M03100,50ETF购10月3100,0.092,-0.195,1.765,0.099,0.011,20191008,50ETF,510050,购
2019-10-08,10001947,510050C1910M03200,50ETF购10月3200,0.035,-0.116,0.645,0.047,0.004,20191008,50ETF,510050,购
2019-10-08,10001957,510050C1910M03300,50ETF购10月3300,0.015,-0.064,0.261,0.022,0.002,20191008,50ETF,510050,购
2019-10-08,10001959,510050C1910M03400,50ETF购10月3400,0.008,-0.045,0.134,0.013,0.001,20191008,50ETF,510050,购
2019-10-08,10001979,510050C1911M02750,50ETF购11月2750,1.0,-0.08,0.0,0.0,0.375,20191008,50ETF,510050,购
2019-10-08,10001961,510050C1911M02800,50ETF购11月2800,0.921,-0.146,1.108,0.162,0.349,20191008,50ETF,510050,购
2019-10-08,10001962,510050C1911M02850,50ETF购11月2850,0.827,-0.202,1.775,0.281,0.317,20191008,50ETF,510050,购
2019-10-08,10001963,510050C1911M02900,50ETF购11月2900,0.706,-0.255,2.201,0.378,0.272,20191008,50ETF,510050,购
2019-10-08,10001964,510050C1911M02950,50ETF购11月2950,0.584,-0.277,2.426,0.428,0.227,20191008,50ETF,510050,购
2019-10-08,10001965,510050C1911M03000,50ETF购11月3000,0.461,-0.271,2.479,0.436,0.18,20191008,50ETF,510050,购
2019-10-08,10001966,510050C1911M03100,50ETF购11月3100,0.252,-0.217,1.897,0.35,0.099,20191008,50ETF,510050,购
2019-10-08,10001967,510050C1911M03200,50ETF购11月3200,0.119,-0.136,1.136,0.218,0.047,20191008,50ETF,510050,购
2019-10-08,10001968,510050C1911M03300,50ETF购11月3300,0.056,-0.082,0.606,0.125,0.022,20191008,50ETF,510050,购
2019-10-08,10001969,510050C1911M03400,50ETF购11月3400,0.031,-0.056,0.342,0.077,0.012,20191008,50ETF,510050,购
2019-10-08,10001853,510050C1912M02500,50ETF购12月2500,1.0,-0.073,0.0,0.0,0.531,20191008,50ETF,510050,购
2019-10-08,10001851,510050C1912M02550,50ETF购12月2550,1.0,-0.074,0.0,0.0,0.542,20191008,50ETF,510050,购
2019-10-08,10001847,510050C1912M02600,50ETF购12月2600,0.951,-0.132,0.397,0.139,0.52,20191008,50ETF,510050,购
2019-10-08,10001848,510050C1912M02650,50ETF购12月2650,1.0,-0.077,0.0,0.0,0.563,20191008,50ETF,510050,购
2019-10-08,10001845,510050C1912M02700,50ETF购12月2700,1.0,-0.078,0.0,0.0,0.573,20191008,50ETF,510050,购
2019-10-08,10001827,510050C1912M02750,50ETF购12月2750,0.938,-0.121,0.755,0.168,0.544,20191008,50ETF,510050,购
2019-10-08,10001828,510050C1912M02800,50ETF购12月2800,0.855,-0.167,1.222,0.312,0.5,20191008,50ETF,510050,购
2019-10-08,10001829,510050C1912M02850,50ETF购12月2850,0.766,-0.206,1.527,0.421,0.451,20191008,50ETF,510050,购
2019-10-08,10001830,510050C1912M02900,50ETF购12月2900,0.675,-0.23,1.729,0.494,0.4,20191008,50ETF,510050,购
2019-10-08,10001831,510050C1912M02950,50ETF购12月2950,0.582,-0.242,1.836,0.536,0.347,20191008,50ETF,510050,购
2019-10-08,10001832,510050C1912M03000,50ETF购12月3000,0.49,-0.242,1.846,0.547,0.294,20191008,50ETF,510050,购
2019-10-08,10001833,510050C1912M03100,50ETF购12月3100,0.324,-0.214,1.609,0.493,0.196,20191008,50ETF,510050,购
2019-10-08,10001834,510050C1912M03200,50ETF购12月3200,0.197,-0.166,1.207,0.381,0.12,20191008,50ETF,510050,购
2019-10-08,10001835,510050C1912M03300,50ETF购12月3300,0.117,-0.12,0.816,0.269,0.071,20191008,50ETF,510050,购
2019-10-08,10001907,510050C1912M03400,50ETF购12月3400,0.069,-0.084,0.527,0.183,0.042,20191008,50ETF,510050,购
2019-10-08,10001937,510050C2003M02600,50ETF购3月2600,1.0,-0.075,0.0,0.0,1.188,20191008,50ETF,510050,购
2019-10-08,10001933,510050C2003M02650,50ETF购3月2650,0.955,-0.096,0.417,0.191,1.147,20191008,50ETF,510050,购
2019-10-08,10001929,510050C2003M02700,50ETF购3月2700,0.896,-0.12,0.683,0.364,1.084,20191008,50ETF,510050,购
2019-10-08,10001909,510050C2003M02750,50ETF购3月2750,0.838,-0.14,0.863,0.496,1.021,20191008,50ETF,510050,购
2019-10-08,10001910,510050C2003M02800,50ETF购3月2800,0.778,-0.156,0.998,0.602,0.955,20191008,50ETF,510050,购
2019-10-08,10001911,510050C2003M02850,50ETF购3月2850,0.717,-0.169,1.098,0.684,0.886,20191008,50ETF,510050,购
2019-10-08,10001912,510050C2003M02900,50ETF购3月2900,0.655,-0.177,1.17,0.744,0.815,20191008,50ETF,510050,购
2019-10-08,10001913,510050C2003M02950,50ETF购3月2950,0.593,-0.181,1.216,0.783,0.743,20191008,50ETF,510050,购
2019-10-08,10001914,510050C2003M03000,50ETF购3月3000,0.532,-0.182,1.221,0.803,0.669,20191008,50ETF,510050,购
2019-10-08,10001915,510050C2003M03100,50ETF购3月3100,0.417,-0.175,1.163,0.788,0.529,20191008,50ETF,510050,购
2019-10-08,10001916,510050C2003M03200,50ETF购3月3200,0.317,-0.158,1.038,0.719,0.405,20191008,50ETF,510050,购
2019-10-08,10001917,510050C2003M03300,50ETF购3月3300,0.232,-0.133,0.879,0.616,0.298,20191008,50ETF,510050,购
2019-10-08,10001927,510050C2003M03400,50ETF购3月3400,0.169,-0.11,0.707,0.508,0.218,20191008,50ETF,510050,购
2019-10-08,10001948,510050P1910M02700,50ETF沽10月2700,-0.017,-0.07,0.316,0.026,-0.002,20191008,50ETF,510050,沽
2019-10-08,10001949,510050P1910M02750,50ETF沽10月2750,-0.029,-0.095,0.536,0.039,-0.004,20191008,50ETF,510050,沽
2019-10-08,10001950,510050P1910M02800,50ETF沽10月2800,-0.05,-0.131,0.949,0.062,-0.006,20191008,50ETF,510050,沽
2019-10-08,10001951,510050P1910M02850,50ETF沽10月2850,-0.095,-0.188,1.762,0.101,-0.012,20191008,50ETF,510050,沽
2019-10-08,10001952,510050P1910M02900,50ETF沽10月2900,-0.212,-0.306,3.142,0.174,-0.026,20191008,50ETF,510050,沽
2019-10-08,10001953,510050P1910M02950,50ETF沽10月2950,-0.403,-0.406,4.124,0.233,-0.05,20191008,50ETF,510050,沽
2019-10-08,10001954,510050P1910M03000,50ETF沽10月3000,-0.612,-0.383,4.081,0.23,-0.077,20191008,50ETF,510050,沽
2019-10-08,10001955,510050P1910M03100,50ETF沽10月3100,-0.873,-0.195,1.921,0.125,-0.112,20191008,50ETF,510050,沽
2019-10-08,10001956,510050P1910M03200,50ETF沽10月3200,-0.928,-0.16,0.928,0.083,-0.123,20191008,50ETF,510050,沽
2019-10-08,10001958,510050P1910M03300,50ETF沽10月3300,-0.949,-0.144,0.559,0.063,-0.129,20191008,50ETF,510050,沽
2019-10-08,10001960,510050P1910M03400,50ETF沽10月3400,-0.956,-0.165,0.407,0.056,-0.134,20191008,50ETF,510050,沽
2019-10-08,10001980,510050P1911M02750,50ETF沽11月2750,-0.091,-0.101,0.897,0.18,-0.038,20191008,50ETF,510050,沽
2019-10-08,10001970,510050P1911M02800,50ETF沽11月2800,-0.144,-0.136,1.267,0.25,-0.061,20191008,50ETF,510050,沽
2019-10-08,10001971,510050P1911M02850,50ETF沽11月2850,-0.224,-0.178,1.648,0.328,-0.094,20191008,50ETF,510050,沽
2019-10-08,10001972,510050P1911M02900,50ETF沽11月2900,-0.32,-0.212,1.937,0.393,-0.135,20191008,50ETF,510050,沽
2019-10-08,10001973,510050P1911M02950,50ETF沽11月2950,-0.424,-0.226,2.115,0.43,-0.18,20191008,50ETF,510050,沽
2019-10-08,10001974,510050P1911M03000,50ETF沽11月3000,-0.529,-0.226,2.107,0.437,-0.227,20191008,50ETF,510050,沽
