日期,合约编码,交易代码,合约简称,Delta,Theta,Gamma,Vega,Rho,date,跟踪ETF,ETF代码,多空类型
2015-03-02,10000001,510050C1503M02200,50ETF购3月2200,0.947,-0.226,0.659,0.067,0.132,20150302,50ETF,510050,购
2015-03-02,10000002,510050C1503M02250,50ETF购3月2250,0.92,-0.259,0.994,0.092,0.131,20150302,50ETF,510050,购
2015-03-02,10000003,510050C1503M02300,50ETF购3月2300,0.845,-0.367,1.545,0.147,0.122,20150302,50ETF,510050,购
2015-03-02,10000004,510050C1503M02350,50ETF购3月2350,0.739,-0.486,1.987,0.2,0.107,20150302,50ETF,510050,购
2015-03-02,10000005,510050C1503M02400,50ETF购3月2400,0.625,-0.558,2.259,0.234,0.092,20150302,50ETF,510050,购
2015-03-02,10000041,510050C1503M02450,50ETF购3月2450,0.507,-0.563,2.421,0.246,0.075,20150302,50ETF,510050,购
2015-03-02,10000049,510050C1503M02500,50ETF购3月2500,0.39,-0.534,2.32,0.237,0.058,20150302,50ETF,510050,购
2015-03-02,10000057,510050C1503M02550,50ETF购3月2550,0.289,-0.48,2.02,0.211,0.043,20150302,50ETF,510050,购
2015-03-02,10000011,510050C1504M02200,50ETF购4月2200,0.857,-0.287,0.853,0.207,0.258,20150302,50ETF,510050,购
2015-03-02,10000012,510050C1504M02250,50ETF购4月2250,0.823,-0.298,1.067,0.239,0.252,20150302,50ETF,510050,购
2015-03-02,10000013,510050C1504M02300,50ETF购4月2300,0.759,-0.338,1.275,0.286,0.235,20150302,50ETF,510050,购
2015-03-02,10000014,510050C1504M02350,50ETF购4月2350,0.698,-0.344,1.537,0.32,0.22,20150302,50ETF,510050,购
2015-03-02,10000015,510050C1504M02400,50ETF购4月2400,0.61,-0.387,1.576,0.353,0.193,20150302,50ETF,510050,购
2015-03-02,10000043,510050C1504M02450,50ETF购4月2450,0.529,-0.385,1.666,0.366,0.169,20150302,50ETF,510050,购
2015-03-02,10000051,510050C1504M02500,50ETF购4月2500,0.447,-0.38,1.637,0.363,0.144,20150302,50ETF,510050,购
2015-03-02,10000059,510050C1504M02550,50ETF购4月2550,0.371,-0.359,1.557,0.347,0.12,20150302,50ETF,510050,购
2015-03-02,10000021,510050C1506M02200,50ETF购6月2200,0.814,-0.217,0.77,0.367,0.532,20150302,50ETF,510050,购
2015-03-02,10000022,510050C1506M02250,50ETF购6月2250,0.783,-0.219,0.91,0.404,0.522,20150302,50ETF,510050,购
2015-03-02,10000023,510050C1506M02300,50ETF购6月2300,0.728,-0.237,1.01,0.456,0.49,20150302,50ETF,510050,购
