日期,合约编码,交易代码,合约简称,Delta,Theta,Gamma,Vega,Rho,date,跟踪ETF,ETF代码,多空类型
2019-04-01,10001771,510050C1904M02500,50ETF购4月2500,0.964,-0.214,0.341,0.057,0.151,20190401,50ETF,510050,购
2019-04-01,10001751,510050C1904M02550,50ETF购4月2550,0.946,-0.262,0.491,0.079,0.15,20190401,50ETF,510050,购
2019-04-01,10001752,510050C1904M02600,50ETF购4月2600,0.921,-0.319,0.691,0.107,0.149,20190401,50ETF,510050,购
2019-04-01,10001753,510050C1904M02650,50ETF购4月2650,0.88,-0.399,0.955,0.144,0.144,20190401,50ETF,510050,购
2019-04-01,10001754,510050C1904M02700,50ETF购4月2700,0.817,-0.511,1.244,0.191,0.135,20190401,50ETF,510050,购
2019-04-01,10001755,510050C1904M02750,50ETF购4月2750,0.746,-0.594,1.519,0.231,0.125,20190401,50ETF,510050,购
2019-04-01,10001756,510050C1904M02800,50ETF购4月2800,0.663,-0.657,1.749,0.263,0.112,20190401,50ETF,510050,购
2019-04-01,10001757,510050C1904M02850,50ETF购4月2850,0.57,-0.704,1.857,0.283,0.097,20190401,50ETF,510050,购
2019-04-01,10001758,510050C1904M02900,50ETF购4月2900,0.476,-0.709,1.876,0.287,0.081,20190401,50ETF,510050,购
2019-04-01,10001759,510050C1904M02950,50ETF购4月2950,0.389,-0.696,1.755,0.277,0.067,20190401,50ETF,510050,购
2019-04-01,10001769,510050C1904M03000,50ETF购4月3000,0.314,-0.658,1.577,0.256,0.054,20190401,50ETF,510050,购
2019-04-01,10001773,510050C1905M02500,50ETF购5月2500,0.913,-0.244,0.501,0.17,0.311,20190401,50ETF,510050,购
2019-04-01,10001774,510050C1905M02550,50ETF购5月2550,0.891,-0.266,0.62,0.201,0.309,20190401,50ETF,510050,购
2019-04-01,10001775,510050C1905M02600,50ETF购5月2600,0.849,-0.318,0.765,0.251,0.298,20190401,50ETF,510050,购
2019-04-01,10001776,510050C1905M02650,50ETF购5月2650,0.808,-0.353,0.912,0.294,0.287,20190401,50ETF,510050,购
2019-04-01,10001777,510050C1905M02700,50ETF购5月2700,0.755,-0.394,1.048,0.338,0.271,20190401,50ETF,510050,购
2019-04-01,10001778,510050C1905M02750,50ETF购5月2750,0.695,-0.433,1.156,0.376,0.251,20190401,50ETF,510050,购
2019-04-01,10001779,510050C1905M02800,50ETF购5月2800,0.633,-0.453,1.253,0.404,0.231,20190401,50ETF,510050,购
